1071,"[(1, 1, 2), (0, 0, 0, 48)]"
1072,"[(1, 1, 2), (1, 0, 1, 48)]"
1073,"[(1, 0, 2), (0, 1, 1, 48)]"
1074,"[(1, 0, 2), (1, 0, 1, 48)]"
1075,"[(2, 0, 0), (1, 1, 1, 48)]"
1076,"[(1, 0, 1), (0, 1, 1, 48)]"
1077,"[(1, 1, 2), (0, 0, 0, 48)]"
1079,"[(2, 0, 2), (0, 1, 1, 48)]"
1081,"[(2, 1, 2), (1, 0, 1, 48)]"
1082,"[(2, 0, 2), (1, 0, 0, 48)]"
1083,"[(2, 0, 1), (0, 1, 1, 48)]"
1084,"[(2, 1, 1), (0, 0, 0, 48)]"
1085,"[(1, 1, 1), (0, 0, 1, 48)]"
1086,"[(2, 1, 2), (0, 0, 0, 48)]"
1087,"[(2, 1, 1), (0, 0, 1, 48)]"
1088,"[(0, 0, 1), (0, 1, 1, 48)]"
1091,"[(2, 0, 2), (0, 1, 1, 48)]"
1092,"[(2, 1, 2), (0, 0, 0, 48)]"
1093,"[(0, 0, 1), (1, 1, 1, 48)]"
1095,"[(2, 1, 1), (0, 0, 0, 48)]"
1096,"[(2, 0, 2), (1, 1, 1, 48)]"
1097,"[(0, 0, 2), (0, 1, 1, 48)]"
1098,"[(1, 1, 1), (1, 0, 1, 48)]"
1099,"[(1, 0, 1), (0, 1, 1, 48)]"
1101,"[(2, 0, 1), (0, 0, 0, 48)]"
1102,"[(2, 0, 2), (0, 1, 1, 48)]"
1105,"[(2, 0, 2), (0, 1, 1, 48)]"
1107,"[(1, 0, 1), (0, 1, 1, 48)]"
1108,"[(1, 0, 1), (0, 1, 1, 48)]"
1109,"[(1, 0, 1), (0, 1, 1, 48)]"
1110,"[(0, 1, 2), (1, 0, 1, 48)]"
1113,"[(2, 0, 2), (1, 0, 0, 48)]"
1115,"[(2, 1, 2), (1, 0, 1, 48)]"
1117,"[(1, 1, 1), (0, 1, 1, 48)]"
1118,"[(0, 0, 2), (0, 1, 1, 48)]"
1119,"[(2, 0, 2), (0, 1, 1, 48)]"
1120,"[(1, 0, 2), (1, 0, 0, 48)]"
1121,"[(1, 1, 1), (0, 0, 0, 48)]"
1122,"[(1, 1, 2), (1, 0, 1, 48)]"
1123,"[(2, 0, 0), (0, 1, 1, 48)]"
1124,"[(2, 0, 2), (0, 1, 1, 48)]"
1126,"[(1, 0, 2), (0, 1, 1, 48)]"
1128,"[(0, 0, 2), (1, 1, 1, 48)]"
1130,"[(1, 0, 2), (1, 1, 1, 48)]"
1132,"[(1, 0, 2), (0, 1, 1, 48)]"
1133,"[(1, 1, 2), (1, 0, 0, 48)]"
1136,"[(2, 1, 1), (1, 0, 0, 48)]"
1138,"[(1, 0, 2), (0, 1, 1, 48)]"
